Station_ID,Latitude,Longitude,Address,Charger_Type,Cost_USD_per_kWh,Availability_pct,Distance_to_City_km,Usage_Stats_avg_users_day,Station_Operator,Charging_Capacity_kW,Connector_Types,Installation_Year,Renewable_Energy_Source,Reviews_Rating,Parking_Spots,Maintenance_Frequency
EVST00300,37.756421,-122.471112,"5549 San Francisco St, Station Area",AC Level 2,0.1747,52.6,2.22,33.8,Blink,25,Type 2,2019,No,4.7,6,Bi-Annual
EVST00301,35.344749,139.730929,"5788 Tokyo St, Station Area",AC Level 1,0.0423,98.7,1.96,10.4,Tesla,5,"J1772, Tesla Proprietary",2018,Yes,4.8,23,Quarterly
EVST00302,-34.02393,147.975288,"941 Sydney St, Station Area",DC Fast,0.3581,85.2,18.07,46.6,ChargePoint,194,"CHAdeMO, J1772",2020,Yes,,16,Bi-Annual
EVST00303,37.732926,-123.792087,"5650 San Francisco St, Station Area",AC Level 2,0.1746,64.2,0.62,6.9,EVgo,29,"CCS, CHAdeMO, Type 2",2021,Yes,4.1,25,Quarterly
EVST00304,28.95224,77.819896,"1543 New Delhi St, Station Area",AC Level 2,0.1876,60.2,8.05,33.1,Blink,24,"CCS, CHAdeMO",2017,No,,24,Monthly
EVST00305,50.278074,2.932788,"5688 Paris St, Station Area",DC Fast,0.2974,64.8,3.59,43.1,Electrify America,171,"CCS, CHAdeMO, Tesla Proprietary",2024,Yes,3.8,8,Annual
EVST00306,36.108243,-124.149912,"9317 San Francisco St, Station Area",DC Fast,0.3507,93.8,0.57,80.6,Electrify America,87,"CHAdeMO, Tesla Proprietary",2024,No,3.6,9,Monthly
EVST00307,49.749443,0.109872,"5370 London St, Station Area",DC Fast,0.2264,64.6,2.07,33.0,Shell Recharge,203,"Tesla Proprietary, Type 2",2018,No,4.6,28,Quarterly
EVST00308,47.216614,3.885811,"7614 Paris St, Station Area",AC Level 1,0.0943,73.1,16.99,1.0,BP Pulse,11,"CCS, CHAdeMO, J1772",2023,No,3.0,10,Quarterly
EVST00309,51.940775,1.037809,"3097 London St, Station Area",AC Level 2,0.576400012773099,85.3,1.7,158.9235046903564,EVgo,24,J1772,2020,Yes,4.0,3,Quarterly
EVST00310,39.642321,-122.562329,"9226 San Francisco St, Station Area",DC Fast,0.2174,93.6,4.99,76.2,Electrify America,120,"CCS, Tesla Proprietary, Type 2",2013,No,3.9,16,Bi-Annual
EVST00311,48.209591,1.650236,"8126 Paris St, Station Area",DC Fast,0.2438,82.9,17.52,35.5,ChargePoint,142,"CHAdeMO, Type 2",2013,No,3.8,29,Quarterly
EVST00312,-37.62135,150.265283,"9165 Sydney St, Station Area",AC Level 1,0.0801,87.7,4.54,2.6,Shell Recharge,6,"CCS, J1772, Tesla Proprietary",2013,No,3.6,7,Monthly
EVST00313,35.218911,-121.71767,"7415 San Francisco St, Station Area",AC Level 2,0.1253,58.7,37.94,17.8,Tesla,20,"CCS, J1772, Type 2",2014,Yes,4.9,19,Bi-Annual
EVST00314,50.257845,0.164856,"6493 London St, Station Area",AC Level 2,0.1613,93.9,8.81,32.3,EVgo,25,"CHAdeMO, J1772, Tesla Proprietary",2016,No,4.3,10,Monthly
EVST00315,50.670807,0.816306,"5249 London St, Station Area",AC Level 1,0.0438,63.8,4.77,9.2,EVgo,8,"CHAdeMO, J1772, Type 2",2012,No,4.6,12,Monthly
EVST00316,48.244017,2.550011,"9281 Paris St, Station Area",DC Fast,0.1936,56.4,13.18,44.2,Electrify America,200,"CHAdeMO, J1772, Tesla Proprietary",2019,No,3.7,14,Quarterly
EVST00317,-33.810928,152.437446,"8481 Sydney St, Station Area",AC Level 2,0.1912,98.8,5.05,32.1,Shell Recharge,24,"CCS, CHAdeMO, J1772",2017,Yes,5.0,5,Quarterly
EVST00318,-34.336419,151.351189,"4167 Sydney St, Station Area",AC Level 2,0.1771,60.1,5.02,27.1,Electrify America,18,"CCS, Tesla Proprietary, Type 2",2019,No,4.6,12,Quarterly
EVST00319,30.187909,78.386033,"857 New Delhi St, Station Area",AC Level 1,0.059,56.8,6.55,13.4,EVgo,6,"CCS, J1772, Tesla Proprietary",2018,No,3.1,8,Quarterly
EVST00320,-34.882826,152.515534,"37 Sydney St, Station Area",AC Level 2,0.1499,81.3,3.31,29.4,EVgo,19,"Tesla Proprietary, Type 2",2015,No,4.8,24,Quarterly
EVST00321,50.213923,-1.33459,"2335 London St, Station Area",AC Level 2,0.1806,65.9,5.74,24.3,BP Pulse,21,"Tesla Proprietary, Type 2",2019,No,4.5,7,Quarterly
EVST00322,38.493213,-125.131616,"626 San Francisco St, Station Area",AC Level 2,0.1626,56.7,11.47,21.5,Tesla,31,"CHAdeMO, J1772",2024,No,4.6,25,Bi-Annual
EVST00323,46.553137,4.667439,"2115 Paris St, Station Area",AC Level 1,0.083,80.1,10.8,18.1,EVgo,11,"J1772, Type 2",2016,Yes,4.4,1,Monthly
EVST00324,29.198438,77.593988,"1095 New Delhi St, Station Area",DC Fast,0.3548,87.9,0.31,37.7,Tesla,192,"CCS, CHAdeMO",2015,Yes,3.6,12,Annual
EVST00325,28.76773,74.637271,"9809 New Delhi St, Station Area",AC Level 1,0.0654,89.7,4.48,1.0,Tesla,7,J1772,2018,Yes,4.4,8,Quarterly
EVST00326,51.286236,-1.198529,"954 London St, Station Area",AC Level 2,0.1509,57.8,1.95,19.9,Electrify America,15,"CCS, J1772",2022,No,3.9,13,Quarterly
EVST00327,53.889814,1.030011,"6268 London St, Station Area",AC Level 2,0.1495,77.8,2.09,30.7,Tesla,23,"CHAdeMO, Tesla Proprietary",2018,Yes,4.2,23,Bi-Annual
EVST00328,36.841589,-122.838915,"3517 San Francisco St, Station Area",AC Level 1,0.0745,90.7,4.61,16.5,Shell Recharge,5,"CCS, J1772, Tesla Proprietary",2022,No,3.5,28,Quarterly
EVST00329,40.865347,-123.187492,"1742 San Francisco St, Station Area",AC Level 2,0.1383,58.1,9.9,22.4,Shell Recharge,30,"CHAdeMO, Tesla Proprietary",2012,No,4.1,22,Quarterly
EVST00330,48.518453,4.453523,"7012 Paris St, Station Area",AC Level 1,0.0815,60.4,2.21,6.3,EVgo,4,"CCS, CHAdeMO, J1772",2013,No,3.6,15,Annual
EVST00331,46.941075,0.781269,"9704 Paris St, Station Area",AC Level 1,0.0807,50.1,2.03,22.4,ChargePoint,8,"CCS, Tesla Proprietary",2017,No,3.0,15,Bi-Annual
EVST00332,35.781079,138.45307,"7905 Tokyo St, Station Area",AC Level 2,0.1185,76.2,13.08,29.4,Tesla,18,"CCS, Tesla Proprietary",2015,No,4.2,29,Quarterly
EVST00333,49.893032,0.18928,"9751 London St, Station Area",DC Fast,0.3401,59.7,2.03,65.1,Tesla,150,"CCS, J1772, Type 2",2012,Yes,3.7,29,Bi-Annual
EVST00334,-34.996434,151.794982,"5901 Sydney St, Station Area",AC Level 1,0.0605,86.2,3.13,6.4,EVgo,8,"CHAdeMO, Type 2",2014,No,3.6,23,Quarterly
EVST00335,36.27175,140.394815,"6735 Tokyo St, Station Area",AC Level 2,0.1435,98.1,2.58,17.2,Shell Recharge,27,Type 2,2015,,4.1,5,Bi-Annual
EVST00336,-33.035427,152.576157,"1465 Sydney St, Station Area",AC Level 2,0.1411,60.4,1.44,31.8,ChargePoint,22,J1772,2023,No,3.8,8,Monthly
EVST00337,27.680648,77.506868,"8523 New Delhi St, Station Area",AC Level 2,0.1607,82.5,12.12,25.8,Blink,26,"J1772, Type 2",2022,Yes,4.4,8,Monthly
EVST00338,52.988508,0.606276,"7478 London St, Station Area",AC Level 2,0.0864,60.6,34.91,18.7,Shell Recharge,19,,2016,Yes,4.1,7,Quarterly
EVST00339,53.243662,-0.516614,"2540 London St, Station Area",AC Level 1,0.0978,50.9,0.91,17.2,BP Pulse,7,"CCS, Tesla Proprietary, Type 2",2024,No,4.5,29,Monthly
EVST00340,30.768353,77.303047,"3548 New Delhi St, Station Area",AC Level 2,0.1297,87.9,3.14,28.1,EVgo,27,"CCS, J1772, Tesla Proprietary",2022,No,2.6,5,Bi-Annual
EVST00341,49.65072,2.513501,"6108 Paris St, Station Area",AC Level 2,0.1866,71.7,2.96,37.8,ChargePoint,24,CCS,2015,No,4.0,25,Monthly
EVST00342,53.552543,0.194847,"130 London St, Station Area",DC Fast,0.2761,97.3,1.54,45.5,EVgo,124,"CCS, CHAdeMO, Type 2",2018,No,3.5,24,Monthly
EVST00343,46.035402,3.51101,"8178 Paris St, Station Area",DC Fast,0.2976,76.7,5.81,20.3,EVgo,136,"CCS, J1772",2023,No,3.2,16,Quarterly
EVST00344,48.37974,3.184919,"2806 Paris St, Station Area",DC Fast,0.3957,57.9,18.08,52.3,EVgo,201,CCS,2017,No,4.4,9,Quarterly
EVST00345,27.313392,77.275326,"750 New Delhi St, Station Area",AC Level 2,0.1417,72.5,0.42,48.4,Blink,17,"CHAdeMO, Tesla Proprietary, Type 2",2016,No,4.2,8,Annual
EVST00346,51.686239,-1.341489,"3306 London St, Station Area",AC Level 1,0.1048,60.1,15.94,4.9,Blink,5,"CCS, Tesla Proprietary",2023,No,2.5,20,Monthly
EVST00347,27.756726,77.310507,"8357 New Delhi St, Station Area",AC Level 2,0.1512,93.9,3.16,36.3,Tesla,25,"CHAdeMO, Tesla Proprietary",2020,Yes,4.8,20,Monthly
EVST00348,28.364663,77.166973,"2742 New Delhi St, Station Area",AC Level 2,0.1625,84.5,17.94,12.7,Tesla,20,"CHAdeMO, J1772",2017,Yes,4.6,16,Monthly
EVST00349,54.330662,0.161972,"5391 London St, Station Area",AC Level 1,0.0814,67.1,3.7,11.0,Tesla,4,Type 2,2023,No,3.3,17,Quarterly
EVST00350,37.52032,-119.109612,"8118 San Francisco St, Station Area",AC Level 1,0.5778050100468644,76.4,2.29,187.1824646175354,EVgo,10,"CHAdeMO, Tesla Proprietary",2021,Yes,3.9,24,Monthly
EVST00351,49.477288,1.566541,"338 Paris St, Station Area",AC Level 2,0.1294,83.5,0.27,27.3,Blink,17,"CCS, CHAdeMO, Type 2",2016,No,2.7,22,Bi-Annual
EVST00352,37.426496,-121.785966,"7598 San Francisco St, Station Area",AC Level 2,0.1205,89.1,0.1,33.4,Blink,21,J1772,2017,Yes,3.6,22,Monthly
EVST00353,51.62097,1.474893,"2887 London St, Station Area",AC Level 2,0.1308,54.0,10.36,37.2,BP Pulse,19,J1772,2012,No,3.6,9,Annual
EVST00354,35.685225,139.797303,"6955 Tokyo St, Station Area",DC Fast,0.305,51.1,18.74,23.3,EVgo,135,"CHAdeMO, J1772",2013,Yes,4.3,2,Quarterly
EVST00355,29.286386,80.715768,"1881 New Delhi St, Station Area",AC Level 2,0.1434,55.7,4.89,28.7,Tesla,18,,2024,No,3.9,14,Quarterly
EVST00356,30.361861,76.641941,"1390 New Delhi St, Station Area",DC Fast,0.3355,69.7,7.09,31.8,EVgo,186,Type 2,2012,No,3.1,10,Monthly
EVST00357,40.245991,-121.933266,"7882 San Francisco St, Station Area",AC Level 2,0.1891,73.3,0.18,41.2,Shell Recharge,23,"CCS, Tesla Proprietary, Type 2",2022,Yes,3.8,10,Monthly
EVST00358,29.07833,76.010791,"8077 New Delhi St, Station Area",AC Level 2,0.1207,56.8,12.88,30.3,Blink,27,CHAdeMO,2014,No,3.5,16,Quarterly
EVST00359,38.65922,-122.946687,"9812 San Francisco St, Station Area",AC Level 2,0.128,70.6,5.33,32.6,EVgo,19,"CCS, Tesla Proprietary",2019,No,3.1,27,Quarterly
EVST00360,-35.595097,151.582701,"6771 Sydney St, Station Area",AC Level 2,0.1069,72.1,21.57,28.4,Shell Recharge,33,"J1772, Type 2",2021,No,2.7,24,Quarterly
EVST00361,28.482085,78.478456,"4658 New Delhi St, Station Area",AC Level 2,0.2109,55.5,7.76,12.4,ChargePoint,12,CCS,2024,No,4.1,20,Quarterly
EVST00362,30.024334,77.687642,"1948 New Delhi St, Station Area",AC Level 2,0.1591,95.8,4.9,33.5,Tesla,14,Type 2,2016,No,4.0,21,Monthly
EVST00363,52.806353,1.760872,"2952 London St, Station Area",AC Level 2,0.1644,80.0,0.1,39.3,EVgo,31,"CCS, J1772, Type 2",2024,No,4.0,12,Annual
EVST00364,28.931315,77.066552,"6480 New Delhi St, Station Area",AC Level 2,0.1098,69.4,15.57,29.3,BP Pulse,24,"Tesla Proprietary, Type 2",2017,No,3.3,16,Monthly
EVST00365,39.104491,-122.917653,"3461 San Francisco St, Station Area",AC Level 2,0.15,75.3,8.34,33.7,Electrify America,24,"CCS, Tesla Proprietary",2023,No,3.8,13,Monthly
EVST00366,49.59275,6.408178,"4835 Paris St, Station Area",DC Fast,0.3255,65.7,8.02,45.9,ChargePoint,172,"CHAdeMO, Tesla Proprietary",2013,No,2.9,24,Quarterly
EVST00367,37.476659,140.241656,"1681 Tokyo St, Station Area",AC Level 1,0.0749,92.7,17.63,1.0,Shell Recharge,8,"CCS, J1772, Type 2",2015,Yes,3.1,29,Quarterly
EVST00368,51.941439,-1.207022,"4393 London St, Station Area",AC Level 2,0.1823,78.8,1.54,43.4,Electrify America,23,J1772,2020,No,3.7,13,Quarterly
EVST00369,37.241353,-123.460796,"2380 San Francisco St, Station Area",AC Level 2,0.2194,74.7,13.89,16.5,Tesla,17,Tesla Proprietary,2021,No,3.9,21,Quarterly
EVST00370,-33.365038,149.79528,"1122 Sydney St, Station Area",AC Level 2,0.1216,95.5,0.74,25.6,Blink,26,"CCS, Tesla Proprietary",2022,No,2.7,2,Quarterly
EVST00371,31.280308,141.055154,"1320 Tokyo St, Station Area",AC Level 2,0.1193,91.9,0.47,43.8,ChargePoint,25,"J1772, Tesla Proprietary",2016,Yes,4.8,12,Quarterly
EVST00372,49.430929,1.805634,"5183 Paris St, Station Area",AC Level 1,0.0624,90.6,18.76,1.0,Tesla,10,J1772,2020,No,3.5,26,Monthly
EVST00373,30.203581,139.841344,"3664 Tokyo St, Station Area",DC Fast,0.3803,61.3,21.49,67.5,EVgo,238,Tesla Proprietary,2020,No,4.3,20,Monthly
EVST00374,33.091005,139.555037,"1000 Tokyo St, Station Area",AC Level 2,0.1813,57.7,1.18,38.3,Shell Recharge,24,J1772,2024,Yes,4.2,16,Bi-Annual
EVST00375,29.291553,78.306239,"5142 New Delhi St, Station Area",AC Level 2,0.1459,84.5,2.37,16.9,Blink,16,"CHAdeMO, J1772, Tesla Proprietary",2013,No,3.8,7,Monthly
EVST00376,38.491194,-123.689516,"1643 San Francisco St, Station Area",AC Level 2,0.1511,73.4,3.43,19.9,Tesla,31,"CHAdeMO, Tesla Proprietary",2012,No,3.8,24,Quarterly
EVST00377,-35.612443,149.595942,"155 Sydney St, Station Area",DC Fast,0.2592,84.2,15.71,37.6,Blink,99,"CHAdeMO, Type 2",2019,Yes,4.2,29,Quarterly
EVST00378,-34.936953,151.545746,"1326 Sydney St, Station Area",DC Fast,0.3445,88.0,14.37,34.1,Tesla,167,"CHAdeMO, Tesla Proprietary",2012,No,3.9,12,Bi-Annual
EVST00379,37.732011,140.551739,"4485 Tokyo St, Station Area",DC Fast,0.281,64.8,2.99,66.1,ChargePoint,137,"J1772, Type 2",2014,Yes,4.4,24,Monthly
EVST00380,50.781355,0.370998,"9540 London St, Station Area",DC Fast,0.287,64.2,11.85,50.3,EVgo,128,"CHAdeMO, J1772",2018,No,3.3,18,Annual
EVST00381,41.13928,-123.633581,"2417 San Francisco St, Station Area",DC Fast,0.3304,74.5,0.29,67.0,ChargePoint,188,"CCS, Tesla Proprietary, Type 2",2015,Yes,4.5,12,Quarterly
EVST00382,28.61102,78.225227,"2849 New Delhi St, Station Area",AC Level 2,0.1444,63.7,2.15,27.8,Tesla,23,CCS,2015,No,4.6,10,Annual
EVST00383,29.225954,76.093209,"2427 New Delhi St, Station Area",DC Fast,0.2883,83.4,5.8,60.4,Blink,176,Tesla Proprietary,2016,Yes,4.9,15,Monthly
EVST00384,53.932712,-0.910108,"3552 London St, Station Area",AC Level 2,0.1503,87.3,5.14,26.6,Electrify America,18,"CHAdeMO, Tesla Proprietary",2020,No,4.4,12,Bi-Annual
EVST00385,37.971441,-123.83533,"7172 San Francisco St, Station Area",AC Level 2,0.1739,73.6,4.37,19.1,ChargePoint,21,,2016,No,2.6,18,Quarterly
EVST00386,36.271384,-120.467662,"3221 San Francisco St, Station Area",AC Level 2,0.1994,86.2,1.19,25.0,Tesla,18,"CCS, CHAdeMO",2022,Yes,4.8,5,Bi-Annual
EVST00387,37.610309,-121.469268,"6575 San Francisco St, Station Area",AC Level 2,0.1676,75.5,13.16,31.0,Tesla,21,"CCS, J1772",2014,No,3.5,14,Quarterly
EVST00388,-33.922216,152.11679,"8981 Sydney St, Station Area",AC Level 1,0.0961,85.6,1.9,19.6,ChargePoint,7,"CHAdeMO, J1772, Tesla Proprietary",2013,No,5.0,22,Bi-Annual
EVST00389,26.566788,79.079817,"9460 New Delhi St, Station Area",AC Level 2,0.144,61.2,12.69,30.4,ChargePoint,31,"CHAdeMO, J1772, Type 2",2014,No,3.5,25,Bi-Annual
EVST00390,37.391152,-118.200426,"5629 San Francisco St, Station Area",AC Level 2,0.1288,86.9,10.88,26.4,Blink,21,J1772,2023,No,4.1,9,Quarterly
EVST00391,-34.982088,148.645461,"7131 Sydney St, Station Area",DC Fast,0.3327,85.8,4.0,52.5,Tesla,44,Type 2,2015,No,3.9,18,Monthly
EVST00392,52.893937,-1.235365,"9190 London St, Station Area",AC Level 2,0.1551,63.3,5.71,31.9,BP Pulse,29,J1772,2012,No,3.9,9,Monthly
EVST00393,35.728118,138.726037,"7866 Tokyo St, Station Area",DC Fast,0.2289,77.8,4.9,45.8,ChargePoint,172,"CHAdeMO, Type 2",2016,No,3.7,23,Annual
EVST00394,48.432406,1.075971,"2999 Paris St, Station Area",AC Level 2,0.1402,92.8,38.07,22.6,Electrify America,21,"J1772, Type 2",2020,Yes,4.1,11,Annual
EVST00395,-34.028073,149.592925,"1321 Sydney St, Station Area",DC Fast,0.2959,62.5,4.51,53.8,Electrify America,128,"CCS, CHAdeMO, Tesla Proprietary",2016,Yes,3.9,20,Monthly
EVST00396,28.948583,76.75952,"1149 New Delhi St, Station Area",AC Level 1,0.0698,86.8,18.64,3.4,Tesla,5,"CCS, J1772, Tesla Proprietary",2016,Yes,4.2,13,Monthly
EVST00397,38.700121,-124.244306,"8819 San Francisco St, Station Area",DC Fast,0.3741,97.7,12.49,48.3,EVgo,247,"CCS, Tesla Proprietary",2013,Yes,4.1,8,Monthly
EVST00398,50.007832,0.374764,"5562 London St, Station Area",AC Level 2,0.1644,93.3,8.82,46.2,BP Pulse,22,Type 2,2020,No,2.6,17,Monthly
EVST00399,49.945019,-0.050253,"2963 London St, Station Area",AC Level 2,0.1912,70.1,0.34,31.2,EVgo,13,Tesla Proprietary,2014,Yes,4.2,19,Monthly
EVST00400,53.164419,0.593743,"3455 London St, Station Area",AC Level 2,0.1579,80.4,4.21,20.3,Shell Recharge,24,"CHAdeMO, J1772",2013,No,4.0,20,Bi-Annual
EVST00401,27.995395,77.970593,"2817 New Delhi St, Station Area",AC Level 2,0.1524,99.6,19.65,38.6,Blink,28,Type 2,2021,Yes,4.3,23,Monthly
EVST00402,-35.994063,152.11381,"8018 Sydney St, Station Area",AC Level 2,0.1219,78.4,11.05,38.1,Electrify America,23,"CHAdeMO, J1772, Tesla Proprietary",2024,Yes,4.1,20,Bi-Annual
EVST00403,52.173119,-0.687913,"6123 London St, Station Area",DC Fast,0.3006,55.8,16.96,72.6,BP Pulse,105,,2019,No,3.1,25,Annual
EVST00404,29.308955,80.390715,"8793 New Delhi St, Station Area",DC Fast,0.3007,52.3,3.85,44.7,BP Pulse,100,,2024,Yes,4.5,13,Monthly
EVST00405,33.380127,140.001947,"3018 Tokyo St, Station Area",DC Fast,0.2316,89.5,0.15,56.2,Blink,104,"CHAdeMO, J1772",2017,No,3.5,15,Quarterly
EVST00406,49.200823,-0.441527,"4725 Paris St, Station Area",AC Level 2,0.1338,71.2,15.19,20.7,Shell Recharge,30,"CCS, J1772, Tesla Proprietary",2018,No,4.2,14,Quarterly
EVST00407,36.779575,138.146736,"1218 Tokyo St, Station Area",AC Level 2,0.1403,62.3,5.62,45.4,ChargePoint,22,"CCS, J1772, Type 2",2016,No,2.4,17,Monthly
EVST00408,38.33648,-125.030154,"9712 San Francisco St, Station Area",DC Fast,0.3207,67.4,2.43,44.7,Electrify America,66,"CCS, CHAdeMO, J1772",2018,No,3.8,5,Bi-Annual
EVST00409,29.561872,77.235002,"5118 New Delhi St, Station Area",DC Fast,0.3231,87.9,4.88,45.3,Blink,169,Type 2,2023,No,4.3,25,Quarterly
EVST00410,35.668496,-122.602108,"5530 San Francisco St, Station Area",AC Level 2,0.1326,73.3,3.27,35.6,Tesla,23,"CCS, Tesla Proprietary",2020,Yes,3.1,16,Monthly
EVST00411,52.00396,-0.830439,"4136 London St, Station Area",DC Fast,0.3234,93.4,1.89,47.4,EVgo,128,Type 2,2012,No,4.1,17,Bi-Annual
EVST00412,51.05347,2.888589,"2709 London St, Station Area",AC Level 2,0.1445,86.7,4.65,41.3,ChargePoint,17,CCS,2019,Yes,4.2,26,Quarterly
EVST00413,50.783215,0.695674,"9483 London St, Station Area",DC Fast,0.1565,98.7,1.57,52.2,Blink,97,"CHAdeMO, Tesla Proprietary, Type 2",2016,Yes,5.0,14,Monthly
EVST00414,39.080733,-121.330252,"4889 San Francisco St, Station Area",DC Fast,0.2758,94.4,23.94,27.8,ChargePoint,204,J1772,2019,No,4.7,14,Annual
EVST00415,39.993812,-123.81601,"6747 San Francisco St, Station Area",DC Fast,0.3539,62.7,1.31,73.0,EVgo,162,CCS,2019,No,3.9,17,Monthly
EVST00416,-31.177245,149.710583,"374 Sydney St, Station Area",AC Level 2,0.0995,83.0,7.17,14.8,Shell Recharge,24,"Tesla Proprietary, Type 2",2019,No,4.5,28,Monthly
EVST00417,30.586112,77.264208,"2759 New Delhi St, Station Area",AC Level 2,0.1534,51.0,15.12,29.1,Electrify America,23,Type 2,2023,No,3.0,8,Monthly
EVST00418,37.610299,-122.159889,"8039 San Francisco St, Station Area",AC Level 1,0.1117,99.6,11.26,1.6,Electrify America,8,"CCS, CHAdeMO, Tesla Proprietary",2023,No,2.6,5,Quarterly
EVST00419,52.03648,-2.912267,"879 London St, Station Area",DC Fast,0.5522603193221487,63.1,4.06,150.7384984104554,Electrify America,127,"CCS, CHAdeMO, Tesla Proprietary",2024,No,4.8,4,Quarterly
EVST00420,50.006834,2.081739,"1015 Paris St, Station Area",AC Level 2,0.1501,83.2,10.45,46.8,EVgo,21,Tesla Proprietary,2019,Yes,3.8,22,Quarterly
EVST00421,28.795667,77.230108,"8097 New Delhi St, Station Area",DC Fast,0.2348,92.5,4.09,94.4,EVgo,208,Tesla Proprietary,2015,Yes,3.4,1,Quarterly
EVST00422,-33.672654,150.886576,"3087 Sydney St, Station Area",DC Fast,0.3814,58.0,3.24,59.3,EVgo,221,"CCS, CHAdeMO, Tesla Proprietary",2014,No,4.0,21,Quarterly
EVST00423,-32.63317,149.989214,"2739 Sydney St, Station Area",AC Level 2,0.1475,92.4,2.74,42.6,ChargePoint,16,CHAdeMO,2023,No,4.2,26,Monthly
EVST00424,48.767676,1.542897,"5653 Paris St, Station Area",AC Level 2,0.1514,50.6,1.35,45.8,Tesla,21,J1772,2023,Yes,3.4,20,Quarterly
EVST00425,34.58227,139.385011,"1949 Tokyo St, Station Area",AC Level 2,0.1906,72.1,6.03,35.4,Electrify America,26,"CHAdeMO, J1772",2012,No,3.8,5,Annual
EVST00426,50.88569,0.0084,"430 London St, Station Area",AC Level 2,0.1698,73.6,7.53,29.5,Tesla,31,Type 2,2014,Yes,4.3,20,Bi-Annual
EVST00427,29.564766,78.116187,"45 New Delhi St, Station Area",AC Level 2,0.1237,68.7,4.84,55.0,Electrify America,31,"J1772, Tesla Proprietary, Type 2",2020,,4.1,13,Bi-Annual
EVST00428,-33.86431,152.830584,"794 Sydney St, Station Area",AC Level 1,0.0671,79.3,2.16,18.0,ChargePoint,5,"J1772, Type 2",2014,Yes,4.6,1,Quarterly
EVST00429,38.285215,-122.860922,"1585 San Francisco St, Station Area",AC Level 2,0.1648,95.7,1.99,39.8,Electrify America,28,"CCS, J1772, Type 2",2012,Yes,4.8,6,Quarterly
EVST00430,-32.863681,150.525066,"6960 Sydney St, Station Area",AC Level 2,0.1313,66.3,0.1,23.0,ChargePoint,22,CCS,2024,Yes,4.4,22,Bi-Annual
EVST00431,37.212638,-121.762916,"2979 San Francisco St, Station Area",AC Level 2,0.0865,79.0,8.42,38.8,Shell Recharge,27,"J1772, Tesla Proprietary, Type 2",2013,Yes,4.3,17,Bi-Annual
EVST00432,-32.734428,152.125567,"718 Sydney St, Station Area",AC Level 2,0.1484,93.9,23.22,21.7,Blink,26,"CCS, J1772",2014,No,4.3,15,Bi-Annual
EVST00433,-33.300536,150.557999,"145 Sydney St, Station Area",AC Level 2,0.1056,88.6,9.67,37.5,EVgo,16,Tesla Proprietary,2024,No,3.3,23,Quarterly
EVST00434,35.92268,-121.23381,"4770 San Francisco St, Station Area",AC Level 2,0.1985,52.0,14.51,33.9,EVgo,25,"CCS, CHAdeMO, J1772",2013,Yes,3.9,16,Monthly
EVST00435,37.839657,141.119678,"8400 Tokyo St, Station Area",AC Level 2,0.1553,97.1,2.56,28.8,Blink,27,"CHAdeMO, J1772, Tesla Proprietary",2022,No,4.0,29,Monthly
EVST00436,37.023783,-120.48187,"3387 San Francisco St, Station Area",DC Fast,0.2547,52.3,7.97,64.1,Blink,149,"CHAdeMO, Tesla Proprietary",2019,No,3.7,2,Monthly
EVST00437,46.373957,5.019681,"639 Paris St, Station Area",AC Level 2,0.129,79.4,0.1,41.9,ChargePoint,21,"Tesla Proprietary, Type 2",2019,No,4.0,9,Quarterly
EVST00438,27.046334,75.909376,"2281 New Delhi St, Station Area",AC Level 2,0.0933,78.8,6.5,27.8,Tesla,14,"CCS, Tesla Proprietary",2022,Yes,4.5,6,Monthly
EVST00439,36.243332,-122.398553,"4993 San Francisco St, Station Area",DC Fast,0.245,89.3,24.46,57.6,BP Pulse,184,"CHAdeMO, Tesla Proprietary, Type 2",2012,Yes,4.4,13,Quarterly
EVST00440,35.75446,139.667217,"1888 Tokyo St, Station Area",AC Level 2,0.1805,57.4,3.87,35.1,Blink,23,"CCS, Tesla Proprietary",2012,No,5.0,27,Quarterly
EVST00441,28.203124,77.06189,"9783 New Delhi St, Station Area",AC Level 2,0.217,59.0,4.02,17.9,EVgo,17,"CCS, J1772, Tesla Proprietary",2014,No,2.9,12,Quarterly
EVST00442,51.002152,-1.101694,"7633 London St, Station Area",AC Level 1,0.0945,87.6,5.06,19.0,Shell Recharge,6,CHAdeMO,2018,No,,10,Quarterly
EVST00443,38.704453,-124.647743,"3446 San Francisco St, Station Area",AC Level 2,0.1472,57.5,10.91,12.2,EVgo,23,J1772,2024,No,3.5,3,Monthly
EVST00444,36.186013,139.789319,"9514 Tokyo St, Station Area",AC Level 1,0.0714,73.5,1.01,1.7,Shell Recharge,6,"CCS, CHAdeMO, J1772",2012,Yes,4.4,12,Quarterly
EVST00445,49.330672,1.199667,"3250 Paris St, Station Area",DC Fast,0.2522,86.6,7.86,23.5,EVgo,150,"CHAdeMO, J1772",2017,Yes,3.7,7,Annual
EVST00446,49.471343,2.48119,"1402 Paris St, Station Area",DC Fast,0.403,82.6,14.12,69.9,EVgo,63,"CCS, CHAdeMO, Tesla Proprietary",2017,Yes,3.6,6,Quarterly
EVST00447,52.431602,-1.318865,"9381 London St, Station Area",AC Level 2,0.1443,60.5,4.21,31.4,ChargePoint,29,"CCS, Tesla Proprietary, Type 2",2014,No,4.2,4,Bi-Annual
